"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"residual[18]",0.483681561593951,9.08488774570053e-05,0.0158048645401808,0.452787824797416,0.473000349894928,0.483708650953239,0.494306826858891,0.514812011332376,30265.1217257458,1.0000193997286
"residual[19]",0.0916232159234835,0.000153583303179378,0.0238529983437111,0.0445684189931537,0.0756965448345177,0.091675729513824,0.107472180961384,0.138427430694586,24121.1466035805,1.00002529387347
"residual[20]",-0.0230777996932242,0.000139130390192299,0.0219353468048451,-0.0662541303235552,-0.0377567290525831,-0.022997350530555,-0.00849699267119108,0.0200277374900922,24856.7877559319,1.00002373429583
"residual[21]",0.0781612217374197,0.000108961167354678,0.0180398693047686,0.0430225870458317,0.0660334003058027,0.0781782134942954,0.0901877969784328,0.113588320042403,27410.898966469,1.00002049912384
"residual[22]",-0.359860255165116,0.000101978598420535,0.0171666850091938,-0.393358105840237,-0.371445494143431,-0.359817610617442,-0.348381214399871,-0.326097227332989,28337.0606139992,1.00001991417271
"residual[23]",-0.121365860205914,6.19102413064183e-05,0.0123683372223497,-0.145694089074734,-0.129732708095541,-0.121374260852701,-0.112998055085848,-0.0970524467894914,39911.4624830505,1.00004092405573
"residual[24]",-0.22048157877027,7.04402797025758e-05,0.0132769149463836,-0.246549978888313,-0.229420072890582,-0.220541829978863,-0.211523327365384,-0.194474597925212,35526.4819132155,1.00005423838701
"residual[25]",0.415943572915918,9.77548745897397e-05,0.01638027647394,0.383790602176758,0.404969216676076,0.415952073081979,0.426928534118725,0.448016787781693,28077.9637907325,1.00006435588686
"residual[26]",0.13903490202321,6.25836532522674e-05,0.0124768705578253,0.11465262110244,0.130567163659024,0.139047033335103,0.147446085311342,0.163324564423736,39745.6420491312,1.00003040582607
"residual[27]",0.0885377010889614,6.77968480147713e-05,0.0131510823804906,0.0627581100902233,0.0796780075599846,0.0885505260689872,0.0974388630938896,0.114585361404007,37627.3809167355,1.00002366275633
"residual[28]",0.52246872771117,7.04306814828223e-05,0.0134289380903782,0.49621364891354,0.51342789265949,0.522497285538484,0.531594474670085,0.549106659212406,36354.6160309657,1.00002237035573
"residual[29]",0.0420344306066806,0.000137074915079232,0.0216648826338069,-0.000561346490175607,0.0275231355281211,0.0421159525135808,0.0564302066983151,0.0846010677272422,24980.2459658898,1.00002350669513
